运行模式,场景编号,目标日产氨量(吨),日总成本(元),日增量成本(元),吨氨成本(元/吨),增量吨氨成本(元/吨),总用电量(MWh),新能源发电量(MWh),网购电量(MWh),上网电量(MWh),弃电量(MWh),E_self_supply_MWh,自用新能源电量(MWh),balance_gap_MWh,自发自用率,绿电用电比例,上网比例,自发自用率达标,绿电占比达标,2030绿电占比达标,上网比例达标,is_all_qualified,题面公式自用率,statement_green_load_ratio,statement_sell_ratio,合格情况
离散开停机,W5P1,45,126939.85913287674,88269.86213287673,2820.885758508372,1961.5524918417052,683.22,819.4200000000001,212.7502,348.9502,0.0,470.4698,470.4698000000001,-5.684341886080802e-14,0.5741497644675503,0.688606598167501,0.4258502355324497,否,是,是,否,否,0.14829952893510046,0.688606598167501,0.4258502355324497,部分满足
离散开停机,W5P1,36,64882.30913287672,26212.312132876723,1802.2863648021312,728.1197814687979,558.72,819.4200000000001,212.7502,473.4502,0.0,345.9698,345.9698000000001,-5.684341886080802e-14,0.42221302872763666,0.6192185710194732,0.5777869712723633,否,是,是,否,否,-0.1555739425447267,0.6192185710194732,0.5777869712723633,部分满足
离散开停机,W5P2,72,464455.0190328767,425785.02203287673,6450.764153234399,5913.680861567733,1056.7199999999998,560.8599999999999,505.7104,9.850400000000008,0.0,551.0095999999999,551.0095999999999,0.0,0.9824369717933173,0.5214338708456355,0.01756302820668261,是,是,是,是,是,0.9648739435866347,0.5214338708456355,0.01756302820668261,全满足
离散开停机,W5P2,63,360389.8829328767,321719.8859328767,5720.474332267884,5106.664856077408,932.22,560.8599999999999,406.75260000000003,35.39260000000006,0.0,525.4674,525.4673999999999,1.1368683772161603e-13,0.9368958385336804,0.5636731672781102,0.0631041614663197,是,是,是,是,是,0.8737916770673609,0.5636731672781102,0.0631041614663197,全满足
离散开停机,W5P2,54,274691.90513287665,236021.90813287665,5086.887132090308,4370.776076534753,807.72,560.8599999999999,303.7442,56.88420000000006,0.0,503.97580000000005,503.9757999999998,2.2737367544323206e-13,0.8985768284420352,0.6239486455702469,0.10142317155796467,是,是,是,是,是,0.797153656884071,0.6239486455702469,0.10142317155796467,全满足
离散开停机,W5P2,45,201127.7300328767,162457.73303287668,4469.505111841704,3610.1718451750376,683.22,560.8599999999999,253.6064,131.2464,0.0,429.6136,429.6135999999999,1.1368683772161603e-13,0.765990799843098,0.6288071192295306,0.23400920015690194,是,是,是,否,否,0.5319815996861963,0.6288071192295306,0.23400920015690194,部分满足
离散开停机,W5P2,36,132637.62713287672,93967.63013287671,3684.3785314687975,2610.2119481354644,558.72,560.8599999999999,233.68220000000002,235.8222,0.0,325.0378,325.0377999999999,1.1368683772161603e-13,0.5795346432264735,0.5817543671248566,0.4204653567735265,否,是,是,否,否,0.15906928645294727,0.5817543671248566,0.4204653567735265,部分满足
离散开停机,W5P3,72,561407.3482328767,522737.35123287677,7797.324281012177,7260.240989345511,1056.7199999999998,395.1,661.6200000000001,0.0,0.0,395.0999999999997,395.1,-3.410605131648481e-13,1.0,0.3738928003633887,0.0,是,是,是,是,是,0.9999999999999991,0.3738928003633887,0.0,全满足
离散开停机,W5P3,63,456527.1721328767,417857.1751328767,7246.463049728201,6632.653573537726,932.22,395.1,560.7421999999999,23.62220000000002,0.0,371.4778000000001,371.4778,1.1368683772161603e-13,0.9402120982029866,0.39848726695415243,0.05978790179701347,是,是,是,是,是,0.8804241964059734,0.39848726695415243,0.05978790179701347,全满足
离散开停机,W5P3,54,365933.0842328768,327263.0872328768,6776.538596905126,6060.427541349571,807.72,395.1,476.588,63.96800000000001,0.0,331.132,331.132,0.0,0.8380966843837003,0.409958896647353,0.1619033156162997,是,是,是,是,是,0.6761933687674008,0.409958896647353,0.1619033156162997,全满足
离散开停机,W5P3,45,279953.09443287674,241283.09743287673,6221.17987628615,5361.846609619483,683.22,395.1,388.96360000000004,100.8436,0.0,294.2564,294.25640000000004,-5.684341886080802e-14,0.7447643634522906,0.43069055355522384,0.2552356365477094,是,是,是,否,否,0.48952872690458094,0.43069055355522384,0.2552356365477094,部分满足
离散开停机,W5P3,36,195348.1231328767,156678.1261328767,5426.336753691019,4352.170170357686,558.7199999999999,395.1,320.6582000000001,157.03820000000002,0.0,238.06179999999983,238.0618,-1.7053025658242404e-13,0.6025355606175652,0.4260842640320734,0.39746443938243486,是,是,是,否,否,0.20507112123512988,0.4260842640320734,0.39746443938243486,部分满足
离散开停机,W5P4,72,600900.0842328767,562230.0872328767,8345.834503234399,7808.751211567732,1056.7199999999998,330.4599999999999,726.26,0.0,0.0,330.4599999999998,330.4599999999999,-1.1368683772161603e-13,1.0,0.312722386251798,0.0,是,是,否,是,是,0.9999999999999997,0.312722386251798,0.0,全满足
离散开停机,W5P4,63,495476.54813287675,456806.5511328768,7864.7071132202655,7250.8976370297905,932.22,330.4599999999999,624.1022,22.3422,0.0,308.1178,308.11779999999993,5.684341886080802e-14,0.9323906070326212,0.33052047799875556,0.06760939296737882,是,是,否,是,是,0.8647812140652424,0.33052047799875556,0.06760939296737882,全满足
离散开停机,W5P4,54,394717.2482328767,356047.25123287673,7309.578670979198,6593.467615423643,807.72,330.4599999999999,532.932,55.672000000000004,0.0,274.788,274.7879999999999,1.1368683772161603e-13,0.8315318041517883,0.34020205021542105,0.16846819584821163,是,是,否,是,是,0.6630636083035769,0.34020205021542105,0.16846819584821163,全满足
离散开停机,W5P4,45,302722.5650328767,264052.5680328767,6727.168111841704,5867.834845175038,683.22,330.4599999999999,445.47839999999997,92.7184,0.0,237.74160000000006,237.74159999999992,1.4210854715202004e-13,0.7194262543121709,0.3479722490559409,0.28057374568782917,是,是,否,否,否,0.4388525086243422,0.3479722490559409,0.28057374568782917,部分满足
离散开停机,W5P4,36,216109.8461328767,177439.8491328767,6003.051281468797,4928.884698135464,558.7199999999999,330.4599999999999,338.4842,110.2242,0.0,220.23579999999993,220.23579999999993,0.0,0.6664522181201961,0.3941791953035509,0.333547781879804,是,是,是,否,否,0.33290443624039207,0.3941791953035509,0.333547781879804,部分满足
离散开停机,W6P1,72,396943.3761328767,358273.37913287675,5513.102446289955,4976.019154623288,1056.7199999999998,715.76,431.7862,90.8262,0.0,624.9337999999998,624.9338,-2.2737367544323206e-13,0.8731052308036213,0.5913901506548567,0.12689476919637868,是,是,是,是,是,0.7462104616072424,0.5913901506548567,0.12689476919637868,全满足
离散开停机,W6P1,63,295693.52403287665,257023.52703287665,4693.5480005218515,4079.738524331375,932.22,715.76,339.46039999999994,123.00040000000001,0.0,592.7596000000001,592.7596,1.1368683772161603e-13,0.8281541298759361,0.6358580592563987,0.17184587012406397,是,是,是,是,是,0.6563082597518722,0.6358580592563987,0.17184587012406397,全满足
离散开停机,W6P1,54,214810.0890328767,176140.0920328767,3977.964611719939,3261.8535561643835,807.7199999999999,715.76,257.4304000000002,165.47040000000024,0.0,550.2895999999997,550.2895999999997,0.0,0.7688185984128755,0.6812875749021936,0.23118140158712452,是,是,是,否,否,0.5376371968257508,0.6812875749021936,0.23118140158712452,部分满足
离散开停机,W6P1,45,149483.49513287668,110813.49813287667,3321.8554473972595,2462.522180730593,683.22,715.76,243.18619999999987,275.7262,0.0,440.03380000000016,440.0338,1.7053025658242404e-13,0.6147784173465967,0.6440587219343695,0.3852215826534034,是,是,是,否,否,0.22955683469319346,0.6440587219343695,0.3852215826534034,部分满足
离散开停机,W6P1,36,87425.94513287666,48755.94813287666,2428.4984759132403,1354.3318925799074,558.72,715.76,243.18619999999987,400.22620000000006,0.0,315.53380000000016,315.5337999999999,2.2737367544323206e-13,0.4408374315412987,0.5647440578465062,0.5591625684587014,否,是,是,否,否,-0.11832513691740235,0.5647440578465062,0.5591625684587014,部分满足
离散开停机,W6P2,72,506640.5082328767,467970.51123287674,7036.6737254566215,6499.590433789955,1056.7199999999998,457.20000000000005,599.52,0.0,0.0,457.1999999999998,457.20000000000005,-2.2737367544323206e-13,1.0,0.43265955030660924,0.0,是,是,是,是,是,0.9999999999999996,0.43265955030660924,0.0,全满足
离散开停机,W6P2,63,401858.81613287673,363188.81913287676,6378.71136718852,5764.901890998044,932.22,457.20000000000005,498.87420000000003,23.854200000000002,0.0,433.3458,433.34580000000005,-5.684341886080802e-14,0.9478254593175853,0.46485357533629407,0.0521745406824147,是,是,是,是,是,0.8956509186351705,0.46485357533629407,0.0521745406824147,全满足
离散开停机,W6P2,54,316518.85833287676,277848.8613328768,5861.4603394977175,5145.349283942162,807.72,457.20000000000005,397.42580000000004,46.9058,0.0,410.2942,410.29420000000005,-5.684341886080802e-14,0.8974063867016623,0.507965879265092,0.1025936132983377,是,是,是,是,是,0.7948127734033245,0.507965879265092,0.1025936132983377,全满足
离散开停机,W6P2,45,236415.2202328767,197745.22323287668,5253.671560730593,4394.338294063927,683.22,457.20000000000005,331.216,105.19600000000004,0.0,352.004,352.004,0.0,0.769912510936133,0.5152132548812974,0.23008748906386708,是,是,是,否,否,0.5398250218722659,0.5152132548812974,0.23008748906386708,部分满足
离散开停机,W6P2,36,161738.2932328767,123068.29623287669,4492.7303675799085,3418.563784246575,558.72,457.20000000000005,283.01,181.49000000000007,0.0,275.71000000000004,275.71,5.684341886080802e-14,0.6030402449693787,0.4934672107674684,0.39695975503062125,是,是,是,否,否,0.20608048993875758,0.4934672107674684,0.39695975503062125,部分满足
离散开停机,W6P3,72,607774.3322328768,569104.3352328768,8441.310169901066,7904.2268782344,1056.7199999999998,291.44,765.28,0.0,0.0,291.4399999999998,291.44,-1.7053025658242404e-13,1.0,0.27579680520857,0.0,是,否,否,是,否,0.9999999999999994,0.27579680520857,0.0,部分满足
离散开停机,W6P3,63,502177.6001328768,463507.6031328768,7971.073017982171,7357.263541791695,932.22,291.44,662.7141999999999,21.93420000000001,0.0,269.50580000000014,269.50579999999997,1.7053025658242404e-13,0.9247385396651111,0.28910107056274265,0.07526146033488887,是,否,否,是,否,0.8494770793302227,0.28910107056274265,0.07526146033488887,部分满足
离散开停机,W6P3,54,402807.26423287665,364137.2672328767,7459.393782090308,6743.282726534753,807.72,291.44,574.816,58.53600000000002,0.0,232.904,232.90399999999997,2.842170943040401e-14,0.7991490529783145,0.2883474471351458,0.20085094702168552,是,否,否,否,否,0.5982981059566289,0.2883474471351458,0.20085094702168552,部分满足
离散开停机,W6P3,45,312046.3070328767,273376.31003287673,6934.362378508371,6075.029111841705,683.22,291.44,490.9504,99.1704,0.0,192.26960000000003,192.2696,2.842170943040401e-14,0.6597227559703541,0.2814168203506923,0.3402772440296459,是,否,否,否,否,0.3194455119407084,0.2814168203506923,0.3402772440296459,部分满足
离散开停机,W6P3,36,226613.6771328767,187943.6801328767,6294.824364802131,5220.657781468797,558.72,291.44,389.0982,121.81819999999999,0.0,169.6218,169.6218,0.0,0.5820127642053253,0.3035899914089347,0.41798723579467467,否,是,否,否,否,0.16402552841065063,0.3035899914089347,0.41798723579467467,部分满足
离散开停机,W6P4,72,647267.0682328767,608597.0712328767,8989.820392123287,8452.737100456621,1056.7199999999998,226.8,829.9200000000001,0.0,0.0,226.79999999999973,226.8,-2.8421709430404007e-13,1.0,0.2146263910969794,0.0,是,否,否,是,否,0.9999999999999988,0.2146263910969794,0.0,部分满足
离散开停机,W6P4,63,536745.1173328767,498075.1203328767,8519.763767188519,7905.954290998043,932.22,226.8,715.7518,10.331800000000001,0.0,216.46820000000002,216.46820000000002,0.0,0.9544453262786596,0.232207204307996,0.045554673721340394,是,否,否,是,否,0.908890652557319,0.232207204307996,0.045554673721340394,部分满足
离散开停机,W6P4,54,431432.80023287673,392762.80323287676,7989.496300608828,7273.385245053273,807.72,226.8,613.856,32.93600000000001,0.0,193.86400000000003,193.864,2.842170943040401e-14,0.854779541446208,0.2400138661912544,0.1452204585537919,是,否,否,是,否,0.7095590828924162,0.2400138661912544,0.1452204585537919,部分满足
离散开停机,W6P4,45,333375.8130328767,294705.8160328767,7408.351400730593,6549.018134063927,683.22,226.8,511.2504,54.8304,0.0,171.9696,171.9696,0.0,0.7582433862433863,0.251704575392992,0.24175661375661373,是,否,否,否,否,0.5164867724867723,0.251704575392992,0.24175661375661373,部分满足
离散开停机,W6P4,36,245270.47203287669,206600.47503287668,6813.068667579908,5738.902084246574,558.72,226.8,397.75239999999997,65.8324,0.0,160.96760000000006,160.9676,5.684341886080802e-14,0.7097336860670194,0.28810065864833906,0.29026631393298064,是,否,否,否,否,0.419467372134039,0.28810065864833906,0.29026631393298064,部分满足
连续调节,W1P1,72,390965.99163287674,352295.99463287677,5430.083217123288,4892.999925456622,1056.7199999999998,761.7639999999999,430.28,135.324,0.0,626.4399999999998,626.4399999999998,0.0,0.8223544299809389,0.5928155045802104,0.17764557001906106,是,是,是,是,是,0.6447088599618778,0.5928155045802104,0.17764557001906106,全满足
连续调节,W1P1,63,280667.6016328768,241997.60463287678,4455.041295759949,3841.231819569473,932.22,761.7639999999999,305.7800000000001,135.324,0.0,626.4399999999999,626.4399999999998,1.1368683772161603e-13,0.8223544299809389,0.671987299135397,0.17764557001906106,是,是,是,是,是,0.6447088599618779,0.671987299135397,0.17764557001906106,全满足
连续调节,W1P1,54,203265.7275328767,164595.7305328767,3764.180139497717,3048.0690839421613,807.72,761.7639999999999,238.92020000000002,192.9642,0.0,568.7998,568.7997999999999,1.1368683772161603e-13,0.7466876880503672,0.7042041796662208,0.2533123119496327,是,是,是,否,否,0.4933753761007347,0.7042041796662208,0.2533123119496327,部分满足
连续调节,W1P1,45,141208.17753287678,102538.18053287678,3137.959500730595,2278.6262340639287,683.22,761.7639999999999,238.92020000000002,317.46419999999983,0.0,444.2998,444.29980000000006,-5.684341886080802e-14,0.5832512431671752,0.6503026843476479,0.4167487568328247,否,是,是,否,否,0.16650248633435052,0.6503026843476479,0.4167487568328247,部分满足
连续调节,W1P1,36,79150.62753287674,40480.63053287674,2198.628542579909,1124.461959246576,558.72,761.7639999999999,238.92020000000002,441.9641999999999,0.0,319.7998,319.7998,0.0,0.41981479828398305,0.5723793671248568,0.580185201716017,否,是,是,否,否,-0.16037040343203393,0.5723793671248568,0.580185201716017,部分满足
连续调节,W1P2,72,489792.26853287674,451122.27153287677,6802.670396289955,6265.587104623289,1056.7199999999998,503.204,560.9662000000001,7.450200000000002,0.0,495.7537999999997,495.7538,-2.8421709430404007e-13,0.9851944738118139,0.4691439548792491,0.014805526188186108,是,是,是,是,是,0.9703889476236273,0.4691439548792491,0.014805526188186108,全满足
连续调节,W1P2,63,374884.4685328767,336214.4715328767,5950.547119569472,5336.737643378996,932.22,503.204,436.46619999999996,7.450200000000002,0.0,495.75380000000007,495.7538,5.684341886080802e-14,0.9851944738118139,0.5317991461243055,0.014805526188186108,是,是,是,是,是,0.9703889476236279,0.5317991461243055,0.014805526188186108,全满足
连续调节,W1P2,54,282981.2085328768,244311.2115328768,5240.392750608829,4524.281695053274,807.72,503.204,311.9662000000001,7.450200000000002,0.0,495.75379999999996,495.7538,-5.684341886080802e-14,0.9851944738118139,0.6137693755261724,0.014805526188186108,是,是,是,是,是,0.9703889476236277,0.6137693755261724,0.014805526188186108,全满足
连续调节,W1P2,45,207390.96153287668,168720.96453287668,4608.688034063926,3749.3547673972594,683.22,503.204,253.0002,72.98420000000004,0.0,430.2198,430.21979999999996,5.684341886080802e-14,0.8549610098488882,0.6296943883375778,0.14503899015111177,是,是,是,是,是,0.7099220196977765,0.6296943883375778,0.14503899015111177,全满足
连续调节,W1P2,36,145333.41153287666,106663.41453287666,4037.039209246574,2962.8726259132404,558.72,503.204,253.0002,197.48420000000004,0.0,305.7198,305.71979999999996,5.684341886080802e-14,0.6075464423971192,0.5471789089347078,0.3924535576028808,是,是,是,否,否,0.21509288479423846,0.5471789089347078,0.3924535576028808,部分满足
连续调节,W1P3,72,587763.4826328767,549093.4856328767,8163.381703234399,7626.298411567733,1056.7199999999998,337.44399999999996,719.2760000000001,0.0,0.0,337.44399999999973,337.44399999999996,-2.2737367544323206e-13,1.0,0.31933151639033996,0.0,是,是,否,是,是,0.9999999999999993,0.31933151639033996,0.0,全满足
连续调节,W1P3,63,472855.68263287673,434185.68563287676,7505.645756077409,6891.836279886933,932.22,337.44399999999996,594.7760000000001,0.0,0.0,337.44399999999996,337.44399999999996,0.0,1.0,0.36197893201175685,0.0,是,是,是,是,是,1.0,0.36197893201175685,0.0,全满足
连续调节,W1P3,54,362062.81163287663,323392.81463287666,6704.866882090308,5988.755826534753,807.72,337.44399999999996,470.27599999999995,0.0,0.0,337.4440000000001,337.44399999999996,1.1368683772161603e-13,1.0,0.4177734858614371,0.0,是,是,是,是,是,1.0000000000000004,0.4177734858614371,0.0,全满足
连续调节,W1P3,45,271432.5116328767,232762.5146328767,6031.833591841704,5172.500325175038,683.22,337.44399999999996,345.77599999999995,0.0,0.0,337.4440000000001,337.44399999999996,1.1368683772161603e-13,1.0,0.4939024033254295,0.0,是,是,是,是,是,1.0000000000000004,0.4939024033254295,0.0,全满足
连续调节,W1P3,36,188082.91553287668,149412.91853287668,5224.525431468796,4150.358848135464,558.72,337.44399999999996,253.0002,31.724200000000014,0.0,305.7198,305.71979999999996,5.684341886080802e-14,0.9059867711383222,0.5471789089347078,0.09401322886167784,是,是,是,是,是,0.8119735422766446,0.5471789089347078,0.09401322886167784,全满足
连续调节,W1P4,72,627256.2186328768,588586.2216328768,8711.89192545662,8174.808633789955,1056.7199999999998,272.804,783.9159999999999,0.0,0.0,272.80399999999986,272.804,-1.1368683772161603e-13,1.0,0.2581611022787494,0.0,是,否,否,是,否,0.9999999999999996,0.2581611022787494,0.0,部分满足
连续调节,W1P4,63,512348.4186328767,473678.42163287674,8132.514581474234,7518.705105283758,932.22,272.804,659.416,0.0,0.0,272.804,272.804,0.0,1.0,0.2926390766128167,0.0,是,否,否,是,否,1.0,0.2926390766128167,0.0,部分满足
连续调节,W1P4,54,397440.6186328767,358770.62163287675,7360.011456164384,6643.900400608829,807.72,272.804,534.9159999999999,0.0,0.0,272.8040000000001,272.804,1.1368683772161603e-13,1.0,0.3377457534789283,0.0,是,是,否,是,是,1.0000000000000004,0.3377457534789283,0.0,全满足
连续调节,W1P4,45,303002.7876328767,264332.79063287674,6733.395280730594,5874.062014063928,683.22,272.804,410.416,0.0,0.0,272.80400000000003,272.804,5.684341886080802e-14,1.0,0.3992915898246538,0.0,是,是,是,是,是,1.0000000000000002,0.3992915898246538,0.0,全满足
连续调节,W1P4,36,212372.4876328767,173702.4906328767,5899.2357675799085,4825.069184246575,558.7199999999999,272.804,285.91599999999994,0.0,0.0,272.804,272.804,0.0,1.0,0.48826603665521195,0.0,是,是,是,是,是,1.0,0.48826603665521195,0.0,全满足
连续调节,W2P1,72,420187.3116328767,381517.3146328767,5835.934883789954,5298.851592123287,1056.7199999999998,658.904,487.428,89.61199999999998,0.0,569.2919999999998,569.292,-2.2737367544323206e-13,0.8639983973386108,0.5387349534408359,0.1360016026613892,是,是,是,是,是,0.7279967946772213,0.5387349534408359,0.1360016026613892,全满足
连续调节,W2P1,63,309854.6016328768,271184.6046328768,4918.327010045663,4304.517533855187,932.22,658.904,362.92800000000005,89.61199999999998,0.0,569.2919999999999,569.292,-1.1368683772161603e-13,0.8639983973386108,0.6106841732638219,0.1360016026613892,是,是,是,是,是,0.7279967946772216,0.6106841732638219,0.1360016026613892,全满足
连续调节,W2P1,54,227992.16553287677,189322.16853287676,4222.077139497718,3505.966083942162,807.72,658.904,276.6322,127.8161999999999,0.0,531.0878,531.0878000000001,-1.1368683772161603e-13,0.8060169614997027,0.6575147328282079,0.1939830385002973,是,是,是,是,是,0.6120339229994053,0.6575147328282079,0.1939830385002973,全满足
连续调节,W2P1,45,165934.6155328768,127264.6185328768,3687.4359007305957,2828.102634063929,683.2200000000001,658.904,276.6322,252.31619999999984,0.0,406.58780000000013,406.58780000000013,0.0,0.6170668261233808,0.595105236966131,0.3829331738766191,是,是,是,否,否,0.2341336522467617,0.595105236966131,0.3829331738766191,部分满足
连续调节,W2P1,36,103877.06553287673,65207.068532876736,2885.474042579909,1811.307459246576,558.72,658.904,276.6322,376.8162,0.0,282.0878,282.0878,0.0,0.42811669074705877,0.5048822308132875,0.5718833092529412,否,是,是,否,否,-0.14376661850588243,0.5048822308132875,0.5718833092529412,部分满足
连续调节,W2P2,72,530334.7026328767,491664.7056328767,7365.7597587899545,6828.676467123288,1056.7199999999998,400.34400000000005,656.376,0.0,0.0,400.3439999999998,400.34400000000005,-2.2737367544323206e-13,1.0,0.37885532591414955,0.0,是,是,是,是,是,0.9999999999999994,0.37885532591414955,0.0,全满足
连续调节,W2P2,63,415426.9026328767,376756.90563287673,6594.077819569471,5980.268343378996,932.22,400.34400000000005,531.876,0.0,0.0,400.34400000000005,400.34400000000005,0.0,1.0,0.4294522752140053,0.0,是,是,是,是,是,1.0,0.4294522752140053,0.0,全满足
连续调节,W2P2,54,320949.2916328768,282279.2946328768,5943.505400608829,5227.394345053274,807.72,400.34400000000005,407.3760000000001,0.0,0.0,400.34399999999994,400.34400000000005,-1.1368683772161603e-13,1.0,0.49564700638835246,0.0,是,是,是,是,是,0.9999999999999997,0.49564700638835246,0.0,全满足
连续调节,W2P2,45,232117.39953287668,193447.40253287667,5158.164434063926,4298.831167397259,683.22,400.34400000000005,290.71220000000005,7.8362000000000265,0.0,392.5078,392.50780000000003,-5.684341886080802e-14,0.9804263333533161,0.5744969409560611,0.019573666646683915,是,是,是,是,是,0.9608526667066319,0.5744969409560611,0.019573666646683915,全满足
连续调节,W2P2,36,170059.84953287666,131389.85253287666,4723.884709246574,3649.7181259132403,558.7199999999999,400.34400000000005,290.71220000000005,132.33620000000008,0.0,268.00779999999986,268.0078,-1.1368683772161603e-13,0.6694437783506183,0.47968177262313866,0.3305562216493817,是,是,是,否,否,0.3388875567012364,0.47968177262313866,0.3305562216493817,部分满足
连续调节,W2P3,72,631468.5266328767,592798.5296328767,8770.396203234399,8233.312911567733,1056.7199999999998,234.584,822.136,0.0,0.0,234.58399999999983,234.584,-1.7053025658242404e-13,1.0,0.22199258081611029,0.0,是,否,否,是,否,0.9999999999999992,0.22199258081611029,0.0,部分满足
连续调节,W2P3,63,516560.7266328767,477890.7296328767,8199.376613220265,7585.567137029789,932.22,234.584,697.636,0.0,0.0,234.58400000000006,234.584,5.684341886080802e-14,1.0,0.2516401707751389,0.0,是,否,否,是,否,1.0000000000000002,0.2516401707751389,0.0,部分满足
连续调节,W2P3,54,401740.7156328766,363070.71863287664,7439.6428820903075,6723.531826534752,807.7199999999998,234.584,573.136,0.0,0.0,234.58399999999983,234.584,-1.7053025658242404e-13,1.0,0.2904273758233052,0.0,是,否,否,是,否,0.9999999999999992,0.2904273758233052,0.0,部分满足
连续调节,W2P3,45,311110.4156328766,272440.41863287665,6913.564791841703,6054.231525175037,683.2199999999998,234.584,448.63599999999985,0.0,0.0,234.58399999999995,234.584,-5.684341886080802e-14,1.0,0.343350604490501,0.0,是,是,否,是,是,0.9999999999999998,0.343350604490501,0.0,全满足
连续调节,W2P3,36,220480.1156328767,181810.1186328767,6124.4476564687975,5050.281073135464,558.72,234.584,324.136,0.0,0.0,234.584,234.584,0.0,1.0,0.41985967926689577,0.0,是,是,是,是,是,1.0,0.41985967926689577,0.0,全满足
连续调节,W2P4,72,670961.2626328768,632291.2656328768,9318.906425456622,8781.823133789956,1056.7199999999998,169.94400000000002,886.776,0.0,0.0,169.94399999999985,169.94400000000002,-1.7053025658242404e-13,1.0,0.16082216670451968,0.0,是,否,否,是,否,0.999999999999999,0.16082216670451968,0.0,部分满足
连续调节,W2P4,63,556053.4626328767,517383.46563287673,8826.24543861709,8212.435962426614,932.2199999999999,169.94400000000002,762.276,0.0,0.0,169.94399999999996,169.94400000000002,-5.684341886080802e-14,1.0,0.18230031537619878,0.0,是,否,否,是,否,0.9999999999999997,0.18230031537619878,0.0,部分满足
连续调节,W2P4,54,441145.6626328767,402475.66563287674,8169.364122831051,7453.253067275496,807.72,169.94400000000002,637.7760000000001,0.0,0.0,169.94399999999996,169.94400000000002,-5.684341886080802e-14,1.0,0.21039964344079634,0.0,是,否,否,是,否,0.9999999999999997,0.21039964344079634,0.0,部分满足
连续调节,W2P4,45,343770.3906328767,305100.39363287674,7639.342014063927,6780.008747397261,683.2199999999999,169.94400000000002,513.276,0.0,0.0,169.94399999999996,169.94400000000002,-5.684341886080802e-14,1.0,0.24873979098972518,0.0,是,否,否,是,否,0.9999999999999997,0.24873979098972518,0.0,部分满足
连续调节,W2P4,36,253140.09063287673,214470.09363287673,7031.669184246576,5957.5026009132425,558.72,169.94400000000002,388.77600000000007,0.0,0.0,169.94399999999996,169.94400000000002,-5.684341886080802e-14,1.0,0.3041666666666667,0.0,是,是,否,是,是,0.9999999999999997,0.3041666666666667,0.0,全满足
连续调节,W3P1,72,380328.03313287674,341658.03613287676,5282.333793512177,4745.25050184551,1056.7199999999998,780.8399999999999,402.2482,126.36819999999997,0.0,654.4717999999998,654.4717999999999,-1.1368683772161603e-13,0.8381637723477281,0.6193426830191536,0.1618362276522719,是,是,是,是,是,0.676327544695456,0.6193426830191536,0.1618362276522719,全满足
连续调节,W3P1,63,271961.74213287677,233291.74513287676,4316.853049728203,3703.0435735377264,932.22,780.8399999999999,277.7482000000001,126.36819999999999,0.0,654.4717999999999,654.4717999999999,0.0,0.8381637723477281,0.7020572397073651,0.1618362276522719,是,是,是,是,是,0.6763275446954561,0.7020572397073651,0.1618362276522719,全满足
连续调节,W3P1,54,197414.34313287673,158744.34613287673,3655.821169127347,2939.710113571791,807.72,780.8399999999999,223.32620000000003,196.44619999999998,0.0,584.3938,584.3937999999999,1.1368683772161603e-13,0.7484168331540393,0.7235103748823849,0.25158316684596077,是,是,是,否,否,0.49683366630807857,0.7235103748823849,0.25158316684596077,部分满足
连续调节,W3P1,45,135356.79313287674,96686.79613287674,3007.92873628615,2148.595469619483,683.2199999999999,780.8399999999999,223.32620000000003,320.9462,0.0,459.8937999999999,459.89379999999994,-5.684341886080802e-14,0.5889731571128528,0.6731269576417552,0.4110268428871472,否,是,是,否,否,0.17794631422570556,0.6731269576417552,0.4110268428871472,部分满足
连续调节,W3P1,36,73299.2431328767,34629.2461328767,2036.0900870243527,961.9235036910195,558.7199999999998,780.8399999999999,223.32620000000003,445.44620000000003,0.0,335.39379999999977,335.3937999999999,-1.1368683772161603e-13,0.42952948107166633,0.6002895904925544,0.5704705189283337,否,是,是,否,否,-0.14094103785666753,0.6002895904925544,0.5704705189283337,部分满足
连续调节,W3P2,72,479823.91303287674,441153.91603287676,6664.22101434551,6127.137722678844,1056.7199999999998,522.28,538.1664,3.7264000000000053,0.0,518.5535999999998,518.5536,-1.1368683772161603e-13,0.9928651298154246,0.4907199636611402,0.007134870184575334,是,是,是,是,是,0.985730259630849,0.4907199636611402,0.007134870184575334,全满足
连续调节,W3P2,63,366106.3930328768,327436.3960328768,5811.212587823441,5197.403111632965,932.22,522.28,413.6664000000001,3.7264000000000053,0.0,518.5536,518.5536,0.0,0.9928651298154246,0.5562566776082898,0.007134870184575334,是,是,是,是,是,0.9857302596308493,0.5562566776082898,0.007134870184575334,全满足
连续调节,W3P2,54,275476.0930328767,236806.09603287673,5101.409130238458,4385.298074682903,807.72,522.28,289.16640000000007,3.7264000000000053,0.0,518.5536,518.5536,0.0,0.9928651298154246,0.6419967315406329,0.007134870184575334,是,是,是,是,是,0.9857302596308493,0.6419967315406329,0.007134870184575334,全满足
连续调节,W3P2,45,201539.5771328768,162869.58013287678,4478.657269619484,3619.3240029528174,683.22,522.28,237.4062,76.46619999999992,0.0,445.8138,445.81380000000007,-5.684341886080802e-14,0.8535915600827144,0.6525186616316854,0.14640843991728558,是,是,是,是,是,0.7071831201654286,0.6525186616316854,0.14640843991728558,全满足
